"","date","titles","Views_final"
"3164",2017-11-13,"Tele Vue 40mm Wide Field 2"" EP - REDUCED",282
"3165",2017-11-13,"Tele Vue Nagler 9mm Smoothie",159
"3166",2017-11-13,"Celestron E-Lux 26mm, 32mm, 40mm and 2x Barlow",246
"3167",2017-11-13,"Vintage Criterion AR 9mm Ocular SOLD",250
"3168",2017-11-13,"SOLD- Set Televue NJ plossls",369
"3169",2017-11-13,"Celestron Eyepiece & Filter set w/Aluminum case",260
"3170",2017-11-13,"Orion Highlight Plossls",323
"3171",2017-11-13,"T.V. Delos 6mm",243
"3172",2017-11-13,"Agena Dual ED 3.2mm eyepiece",153
"3173",2017-11-13,"Parks Plossls - 20mm Pair",152
"3174",2017-11-13,"TV Plossls - 13mm & 17mm",193
"3175",2017-11-13,"Nikon NAV-SW 14mm",165
"3176",2017-11-13,"Vixen SLV - 4mm & 10mm",154
"3177",2017-11-13,"ES82 - 4.7mm & 6.7mm",235
"3178",2017-11-12,"Eye pieces: Celestron 25mm Plossl, Meade MA 12mm, Meade 3X Telenegative Barlow",258
"3179",2017-11-12,"Televue 20 mm Plossl",132
"3180",2017-11-12,"Questar eyepiece adapter",82
"3181",2017-11-12,"Televue Nagler T6 2.5mm Eyepiece",175
"3182",2017-11-11,"Astro-Tech Paradigm 18mm",168
"3183",2017-11-11,"NIB Starlight Instruments SIPS  $425",229
"3184",2017-11-11,"Meade Adjustable Crosshair Ep With Pulser Illumination",152
"3185",2017-11-11,"Celestron 25MM 1.25"" Plossl (REDUCED)",163
"3186",2017-11-11,"Celestron E-Lux 25MM 1.25"" Plossl (REDUCED)",225
"3187",2017-11-11,"Questar 24mm Brandon Wanted",64
"3188",2017-11-11,"Looking for ES 82 30mm",86
"3189",2017-11-11,"Celestron Eyepiece kit - Taiwan (New)",201
"3190",2017-11-11,"21mm Celestron Ultima Duo 1.25"" and 2""",157
"3191",2017-11-11,"2"" GSO 50mm Superview eyepiece",250
"3192",2017-11-11,"Meade Series 5000 1.25"" HD-60 Eyepiece Set w/ Case",400
"3193",2017-11-11,"Televue 2” 21 mm Ethos Eyepiece",160
"3194",2017-11-11,"Televue 2” 20 mm Nagler type 5 Eyepiece",205
"3195",2017-11-11,"Meade 4000 6.7mm UWA Smoothie **REDUCED**",134
"3196",2017-11-11,"Sirius Plossl 40mm",129
"3197",2017-11-10,"Televue 24mm Panoptic, Pristine",217
"3198",2017-11-10,"Meade DSI II Color Imager",311
"3199",2017-11-10,"Televue Plossls 8mm & 25mm. * Wanted *",98
"3200",2017-11-10,"24mm Questar Brandon Occular",72
"3201",2017-11-10,"Grab-N-Go Eyepiece Case Inlaid with the Pleiades on Mahogany",386
"3202",2017-11-10,"Zhumell 9mm Plossl",88
"3203",2017-11-10,"Orion Deepview 35 mm 2"" NIB",155
"3204",2017-11-10,"Vixen SSW 10mm 83° Eyepiece PRICE REDUCED",183
"3205",2017-11-10,"Explore Scientific 8.8mm 82° Waterproof Eyepiece",213
"3206",2017-11-10,"Baader Planetarium Hyperion-Aspheric 36mm Eyepiece",188
"3207",2017-11-10,"TeleVue 3-6Nagler zoom",169
"3208",2017-11-10,"University Optics 20mm Erfle",235
"3209",2017-11-10,"Televue 21mm Ethos",146
"3210",2017-11-09,"Takahashi UW 5.7 Eyepiece",156
"3211",2017-11-09,"Tele Vue Delos 12 mm",174
"3212",2017-11-09,"Celestron Omni 32mm Eyepiece pair",162
"3213",2017-11-09,"TeleVue BIG 2X Barlow  BWC-2200",165
"3214",2017-11-09,"7mm Meade Research Grade Eyepiece circa 1977/80",131
"3215",2017-11-09,"Pentax XW 10mm",77
"3216",2017-11-09,"Televue Nagler 26mm Type 5",283
"3217",2017-11-09,"Televue Nagler 22mm T4",135
"3218",2017-11-09,"Explore Scientific 34mm 68degree",200
"3219",2017-11-09,"University Optics Ortho Volcano Top, Green Lettering Eyepieces",111
"3220",2017-11-09,"Vintage volcano top eyepieces",584
"3221",2017-11-09,"Televue Nagler 17mm Type 4",96
"3222",2017-11-09,"Scopetronix Maxview 40mm",320
"3223",2017-11-08,"es 30mm 100degree eyepiece & 3inch diagonal",254
"3224",2017-11-08,"Pentax XW 7mm",87
"3225",2017-11-08,"Two nice higher power wide angle 2in Russell Konigs.",271
"3226",2017-11-08,"Ethos 13mm Mint",184
"3227",2017-11-08,"17 Ethos LNIB",184
"3228",2017-11-08,"Orion Sirius 40mm Plossl",135
"3229",2017-11-08,"Televue Nagler 17mm Type 4",151
"3230",2017-11-08,"Pentax 1.25 SMC XF-8.5 Eyepiece",151
"3231",2017-11-08,"Criterion ASPs",390
"3232",2017-11-08,"Vixen 15MM NPL Plossl Eyepiece set VX-3925",172
"3233",2017-11-08,"Very Good High Point SWA 15mm",129
"3234",2017-11-08,"Pentax XW 5, 3.5mm Eyepieces",284
"3235",2017-11-08,"Explore Scientific 5.5mm, 100 degree Eyepiece",213
"3236",2017-11-08,"Explore Scientific 20mm, 100 degree Eyepiece",220
"3237",2017-11-07,"Celestron Luminos 15mm",300
"3238",2017-11-07,"Meade 24mm Ultra Wide 2"" eyepiece series 5000",495
"3239",2017-11-07,"plossls for sale",345
"3240",2017-11-07,"Edmund RKE 8mm EP In Box w/Instructions",182
"3241",2017-11-06,"Antares Speers-Waler SW 5-8mm Zoom EP",171
"3242",2017-11-06,"TMB 9mm Planetary",336
"3243",2017-11-06,"Tele Vue Delos 8 mm",179
"3244",2017-11-06,"Meade 40 mm Plossl Smoothie",106
"3245",2017-11-06,"Agena Astro 3.2mm 1 1/4"" Eyepiece - New",111
"3246",2017-11-06,"Williams Optics SWAN 40mm 2"" 70 Deg",285
"3247",2017-11-06,"Explore Scientific 82° 8.8 mm 1.25""",897
"3248",2017-11-06,"REDUCED.  10mm Celestron Luminos 1.25""",171
"3249",2017-11-06,"3.8 mm Orion ultrascopic eyepiece.  Japan. sharp views",266
"3250",2017-11-06,"Set of 4 Celestron eyepieces in case",227
"3251",2017-11-06,"2"" 1.6x Antares Barlow, 16.8mm Orion Megavista",255
"3252",2017-11-05,"Lower $:  MEADE SERIES 4000 14mm UWA (2” / 1.25"") – Excellent!",199
"3253",2017-11-05,"9mm Orion Expanse and 6mm Expanse clone, set",253
"3254",2017-11-05,"Orion Sirius Plossl 26mm",139
"3255",2017-11-05,"Vintage Celestron Volcano Top 7mm Orthoscopic Eyepiece in Box",194
"3256",2017-11-05,"Televue Nagler Type 1 9mm Very Good Condition with Original Caps",242
"3257",2017-11-05,"14mm Pentax XL",173
"3258",2017-11-05,"4.5mm Delos",117
"3259",2017-11-05,"William Optics Swan 40mm",269
"3260",2017-11-05,"William Optics Swan 20mm",154
"3261",2017-11-05,"William Optics Swan 25mm",145
"3262",2017-11-05,"William Optics Swan 33mm",138
"3263",2017-11-05,"SOLD - Televue Delite Eyepiece - 9mm - $190 Shipped",183
"3264",2017-11-05,"Televue, Tele Vue Plossl 8mm and 11mm",282
"3265",2017-11-05,"Televue 26mm ""smoothie"" plossl",153
"3266",2017-11-05,"TeleVue 20mm T5 and Radian 12mm both CLEAN!",363
"3267",2017-11-04,"10mm Speers-Waler Ocular (1st or 2nd gen)",86
"3268",2017-11-04,"Nagler 22mm type4",145
"3269",2017-11-04,"TeleVue Panoptic 19mm",258
"3270",2017-11-04,"Various Nice Eyepieces",657
"3271",2017-11-04,"EXPLORE SCIENTIFIC 5.5mm 100deg eyepiece",162
"3272",2017-11-04,"Meade 4000 4.7mm UWA Smoothie **REDUCED**",166
"3273",2017-11-03,"Meade 4000 6.4mm Super Plossl ""Smoothie"" **REDUCED**",127
"3274",2017-11-03,"TRADE Your 32mm Tele Vue Plossl for My 40mm",218
"3275",2017-11-03,"Meade eyepiece set with case & erect vision",333
"3276",2017-11-03,"10mm TeleVue Delos",218
"3277",2017-11-03,"40mm Televue Plossl",109
"3278",2017-11-03,"Vintage Eyepieces",417
"3279",2017-11-03,"Orion / Vixen Superwide (Japan) 5mm Lanthanum",148
"3280",2017-11-03,"8-24mm Zoom Eyepiece",193
"3281",2017-11-03,"9.7mm Meade Series 4000 Super Plossl 1.25"" Japan",163
"3282",2017-11-03,"15mm Meade Series 4000 Super Plossl 1.25"" Japan",117
"3283",2017-11-03,"TeleVue Nagler 12mm Type 4 Complete",138
"3284",2017-11-03,"TeleVue Nagler 7mm Type 6 Japan",106
"3285",2017-11-02,"vintage .965 EP's",279
"3286",2017-11-02,"42mm Orion DeepView 2""eyepiece",212
"3287",2017-11-02,"Looking to trade my 3.5mm Orion Stratus EP for the 5mm version....",246
"3288",2017-11-02,"Celestron Ultima-LX 5mm & 8mm",341
"3289",2017-11-02,"TeleVue 55mm Plossl",223
"3290",2017-11-02,"10Delos, 15Luminos, 18UFF Eyepieces",412
"3291",2017-11-02,"Celestron omni 4mm",102
"3292",2017-11-02,"35mm Panoptic Wanted",71
"3293",2017-11-02,"REDUCED! Meade  8.8mm UWA (MADE IN JAPAN !! ) 90.00",227
"3294",2017-11-02,"Meade Plossl 5000 26mm",182
"3295",2017-11-02,"Meade Plossl 5000 14mm",141
"3296",2017-11-02,"Meade Plossl 5000 9mm",124
"3297",2017-11-01,"Meade Plossl 5000 5.5mm",150
"3298",2017-11-01,"21mm Ethos",180
"3299",2017-11-01,"18.2mm Delite",115
"3300",2017-11-01,"Meade 6.7mm Ultra Wide Eyepiece Series 5000",256
"3301",2017-11-01,"6mm .965"" Ortho Diamond Z Japan",124
"3302",2017-10-31,"ScopeTronix 18mm WA, TeleVue 2.5X, Celestron 40mm Plossl",241
"3303",2017-10-31,"Circle-T volcano-top 12.5mm orthoscopic",102
"3304",2017-10-31,"WTB: Nagler 13mm T6",74
"3305",2017-10-31,"6mm Zhumell Z-Planetary",173
"3306",2017-10-31,"Rare Masuyama 15mm eyepiece",447
"3307",2017-10-31,"2 inch 52 mm military surplus erfle.  Huge eye relief",331
"3308",2017-10-31,"2 inch University optics 32mm erfle.  60 degrees.  Nice view",387
"3309",2017-10-31,"Meade Series 3000 40mm Super Plossl",85
"3310",2017-10-31,"UPDATED - Orion 12.5mm Illuminated Reticle Plossl Telescope Eyepiece",172
"3311",2017-10-30,"Explore Scientific 82° Series 8.8mm Eyepiece",245
"3312",2017-10-30,"Orion 12.5mm Illuminated Reticle Plossl Telescope Eyepiece",128
"3313",2017-10-30,"Meade 18mm Ultra Wide Eyepiece Series 5000",195
"3314",2017-10-30,"Meade 24mm Ultra Wide 2"" eyepiece series 5000",203
"3315",2017-10-30,"Meade 30mm Ultra Wide Angle 2"" Eyepiece series 5000",187
"3316",2017-10-30,"Carl Zeiss Jena 0-16 Orthoscopic Eyepiece",181
"3317",2017-10-30,"TeleVue 20mm nagler type 5",226
"3318",2017-10-30,"Vixen 1.25"" LVW Lanthanum Wide Eyepiece - 22mm",149
"3319",2017-10-30,"25mm Super Plossl Pair",104
"3320",2017-10-30,"Celestron ultima 35mm eyepiece",105
"3321",2017-10-30,"Like New 2 inch 30mm Sterling Plossl EP FREE SHIP",207
"3322",2017-10-29,"TeleVue 32mm Plossl",177
"3323",2017-10-29,"Parks Gold Series Eyepices",302
"3324",2017-10-29,"16mm Nagler Type 5",203
"3325",2017-10-29,"ES 25mm 2"" 100* series",270
"3326",2017-10-29,"Parks G.S-5 30mm (Ultima 30mm)",165
"3327",2017-10-29,"Pair Celestron 40mm Plossl",151
"3328",2017-10-29,"Pentax SMC XL 14 mm eyepiece",162
"3329",2017-10-29,"Televue  32 mm Plossl  eyepiece",195
"3330",2017-10-29,"Explore Scientific 24mm 68AFOV",91
"3331",2017-10-29,"Criterion RV6 Eyepiece",172
"3332",2017-10-29,"Agena Astro UW 80 11mm",205
"3333",2017-10-29,"Classic Celestron Silver-Tops.",381
"3334",2017-10-29,"Orion 20mm Illuminated Centering Telescope Eyepiece",108
"3335",2017-10-29,"Celestron/Vixen 26mm Plossl",128
"3336",2017-10-29,"U.O. 18 or 25mm ortho volcano top with green lettering",65
"3337",2017-10-29,"UO 4mm Ortho",185
"3338",2017-10-28,"31 nagler",341
"3339",2017-10-28,"10 and 25mm Orion Explorer II Eyepieces",178
"3340",2017-10-28,"Televue 12mm Radian (2nd version)",211
"3341",2017-10-28,"Televue 17.3mm Delos",167
"3342",2017-10-28,"Televue 32mm - rare smooth barrel",270
"3343",2017-10-28,"ED-2 Eyepieces",260
"3344",2017-10-28,"Vixen LV Eyepieces (5mm & 15mm)",172
"3345",2017-10-28,"Meade Series 4000 Super Plossl Mini-Set #2 (26mm, 15mm, 6.4mm)",127
"3346",2017-10-28,"Meade Series 4000 32mm Super Plossl",119
"3347",2017-10-28,"Celestron Omni Plossl 25mm",100
"3348",2017-10-28,"University Optics 16mm Konig pair",170
"3349",2017-10-28,"Televue smoothie plossls",291
"3350",2017-10-28,"Explore Scientific 14mm, 100 Degree Eyepiece",164
"3351",2017-10-28,"EXplore Scientific 9mm, 100 degree Eyepiece",175
"3352",2017-10-28,"Baader Zoom Mark III",140
"3353",2017-10-28,"GSO 2x Barlows",74
"3354",2017-10-28,"Meade Illuminated Reticle Eyepiece for Off-Axis Guiding",111
"3355",2017-10-27,"TWO MEADE Super Plossls – Excellent Condition!",159
"3356",2017-10-27,"Orion orthoscopic eyepieces Black Body 5mm and 7mm",308
"3357",2017-10-27,"University Optics 20mm Erfle 1.25""",242
"3358",2017-10-27,"Meade Series 5000 UWA 18mm 1.25"" eyepiece",145
"3359",2017-10-27,"Type 6 11 Nagler in Brand New Condition. (9mm SOLD)",237
"3360",2017-10-27,"Meade Illuminated MA 12mm Double Crosshair",114
"3361",2017-10-27,"20mm 66 deg fov eyepiece",95
"3362",2017-10-27,"Edmund Scientific Eyepieces & Barlow",444
"3363",2017-10-27,"*Pending* Meade Series 4000 40mm Super Plossl",135
"3364",2017-10-27,"*Pending* Meade Series 4000 Super Plossl Mini-Set #1 (20mm, 12.4mm, 9.7mm)",127
"3365",2017-10-27,"Vintage UO 12.5 mm Circle A VT Ortho",116
"3366",2017-10-27,"Meade Series 5000 2"" 20mm Ultra Wide Angle",162
"3367",2017-10-26,"Televue Nagler 17mm Type 4",171
"3368",2017-10-26,"Tele Vue 32mm Plossl",220
"3369",2017-10-26,"TeleVue Paracorr PCV-2000 2"" Coma Corrector in Original box",423
"3370",2017-10-26,"EDMUND RKE 28mm",197
"3371",2017-10-26,"Explore Scientific 14mm 82 degree Eyepiece",190
"3372",2017-10-26,"Orion Q70 32mm 26mm",186
"3373",2017-10-26,"6,8,12,16,24,32mm Brandons, $130 shipped each!",347
"3374",2017-10-26,"3.7 Ethos and 6mm ethos.",490
"3375",2017-10-25,"Celestron Eyepiece Kit",202
"3376",2017-10-25,"Orion Or6mm Illuminated Guiding Eyepiece - REDUCED AGAIN -",206
"3377",2017-10-25,"ES 100 degree 14 mm Eyepiece",199
"3378",2017-10-25,"Televue 40mm and 25mm Plossls",75
"3379",2017-10-25,"12.5mm Kellner 0.965"" from Pentax scope",191
"3380",2017-10-25,"Ethos 13mm wanted",69
"3381",2017-10-25,"Towa and B&L eyepieces all Japanese!",243
"3382",2017-10-25,"When Meade was with Japan it was great!",379
"3383",2017-10-25,"Tele Vue 11mm Nagler Type 6 - JAPAN",190
"3384",2017-10-25,"Williams Optics 5mm 110° XWA eyepiece",162
"3385",2017-10-25,"Televue Delos 10mm",81
"3386",2017-10-24,"Goto Kogaku Japan Spectroscope Kit with Goto Huygens 12.5mm Eyepiece",265
"3387",2017-10-24,"WTB: TeleVue  22 MM Nagler Type 4 Eyepiece",68
"3388",2017-10-24,"Very Clean Televue 6mm Radian Eyepiece with caps",134
"3389",2017-10-24,"Nice 2 inch Meade qx 26mm wide angle ep",285
"3390",2017-10-24,"Tele Vue 40mm Plossl made in Japan",149
"3391",2017-10-24,"ES eyepieces",452
"3392",2017-10-24,"Telvue 20mm plossl",153
"3393",2017-10-24,"Televue 26mm plossl",148
"3394",2017-10-24,"Celestron 26mm Silver Top",124
"3395",2017-10-24,"Tele Vue 40mm Plossl made in Japan",323
"3396",2017-10-24,"Celestron Ultima 30mm eyepiece pair",213
"3397",2017-10-24,"Tele Vue 11mm Plossl made in Japan",122
"3398",2017-10-24,"Tele Vue 11mm Plossl made in Japan",109
"3399",2017-10-24,"Tele Vue 26mm Plossl made in Japan",128
"3400",2017-10-24,"Denkmeier LOA 21 + Neutral 21 eyepeice",188
"3401",2017-10-23,"Tele Vue 22mm Panoptic 2""/1.25"" w/ TV Caps",181
"3402",2017-10-23,"Parks G.S Gold Series 10 mm Plossl 1.25"" . Made in Japan",136
"3403",2017-10-23,"6mm Volcano Top Kellner 1.25"" - REDUCED -",189
"3404",2017-10-23,"Televue Ethos 17mm",167
"3405",2017-10-23,"Astro-Tech 30mm",249
"3406",2017-10-23,"Meade Series 5000 SWA eyepiece set 34mm, 20mm and 16mm with case",394
"3407",2017-10-23,"Tele Vue 13mm Nagler circle NJ",347
"3408",2017-10-23,"Celestron luminos 7mm 1.25""",120
"3409",2017-10-23,"Tele Vue 11mm Plossl made in Japan",148
"3410",2017-10-23,"Tele Vue 24mm Panoptic w/ Box & Caps",301
"3411",2017-10-23,"Tele Vue 25mm Plossl made in Japan",121
"3412",2017-10-23,"Baader Planetarium Hyperion 10mm Modular Eyepiece",152
"3413",2017-10-22,"Orion Lanthanum Superwide SWA (Vixen LVW)",290
"3414",2017-10-22,"Celestron Luminos 1.25"" 15 mm Eyepiece #93432 REDUCED PRICE",169
"3415",2017-10-22,"Celestron Luminos 2"" 19 mm Eyepiece  #93433 REDUCED PRICE",187
"3416",2017-10-22,"Televue 2"" extension tube",117
"3417",2017-10-22,"WANTED: 8mm TMB Supermonocentric",67
"3418",2017-10-22,"13 Ethos with parfocalizing ring***REDUCED***",322
"3419",2017-10-22,"University Optics Orthoscopics -all focal lengths",138
"3420",2017-10-22,"Televue Nagler Eyepieces - 16T2mm / 9mm / 4.8mm",535
"3421",2017-10-22,"Fujiyama HD-OR Orthoscopic 25mm Pair",205
"3422",2017-10-22,"Nagler 4.8",276
"3423",2017-10-22,"20mm Nagler Type 5",100
"3424",2017-10-22,"PENTAX XW & NAGLER TYPE 4",523
"3425",2017-10-21,"Power Couple - Meade 2X + Antares 26mm",150
"3426",2017-10-21,"Televue DIOPTRX Astigmatism Correction Lense 1.25",113
"3427",2017-10-21,"Televue 4.7mm Ethos NEW",139
"3428",2017-10-21,"Televue Ethos Eyepiece Carry Bag ETB-0020",212
"3429",2017-10-21,"Explore Scientific 2” 30mm 82* in original box.",251
"3430",2017-10-21,"Orion Stratus 3.5mm-5mm-8mm Set",179
"3431",2017-10-21,"Celestron Luminos  2"" 23mm Eyepiece #93434 REDUCED PRICE",214
"3432",2017-10-21,"Televue Panoptic 15mm",383
"3433",2017-10-21,"Meade 5000 1.25” 20mm SWA",163
"3434",2017-10-21,"REDUCED * Starguider 4mm 1.25"" eyepiece",116
"3435",2017-10-20,"Big 36.6 mm Erfle Military(?) Eyepiece Spiral Focusing",226
"3436",2017-10-20,"Ethos 8mm",201
"3437",2017-10-20,"Meade 3000 16mm (japan)",139
"3438",2017-10-20,"Celestron 40mm Kellner .965""",159
"3439",2017-10-20,"3 piece starter kit 12/25/barlow $55",163
"3440",2017-10-20,"Explore Scientific 4.7mm 82deg",284
"3441",2017-10-20,"Explore Scientific  82 Degree Eyepiece 30mm",718
"3442",2017-10-19,"Carl Zeiss APO, and ORTHO eyepeices",531
"3443",2017-10-19,"Meade Series 5000 2"" 20mm Ultra Wide Angle",216
"3444",2017-10-19,"Classic Collector Eyepieces",883
"3445",2017-10-19,"Wanted: Pentax XO 2.5mm original instruction manual",110
"3446",2017-10-19,"70mm Celestron 2 inch Kellner Vintage Eyepiece",133
"3447",2017-10-19,"TeleVue Ethos 21mm Eyepiece",249
"3448",2017-10-19,"Tele Vue Delos 4.5mm Telescope Eyepiece",172
"3449",2017-10-19,"Series 500 Plossl 10mm & 25 mm 1 1/4”",156
"3450",2017-10-19,"Televue 0.25 Dioptrx",86
"3451",2017-10-19,"Apogee 1.25"" 9.5mm Super Easy-View Eyepieces",150
"3452",2017-10-19,"Televue 7mm Delite",111
"3453",2017-10-19,"Orion Optiluxe 2"" 32mm and 40mm",192
"3454",2017-10-18,"Antares W70 25mm (newer version) FOUND! Thank you Krawbeard",148
"3455",2017-10-18,"23mm Celestron Axiom, Japan - Rare!",250
"3456",2017-10-18,"Ethos 17mm",143
"3457",2017-10-18,"Vixen SLV 15mm",117
"3458",2017-10-18,"Celestron Premium Accessory Kit w/ hard case",203
"3459",2017-10-18,"TeleVue ETH-6.0 6mm ETHOS Telescope Eyepiece",137
"3460",2017-10-18,"ES 100° 9MM",207
"3461",2017-10-18,"TeleVue 7mm Nagler Type 1 (Taiwan)",284
"3462",2017-10-18,"APM 18MM UF Pair - BOTH SOLD!",145
"3463",2017-10-18,"Vintage 2"" Kellners - BOTH SOLD",286
"3464",2017-10-17,"Edmund 12 mm RKE",138
"3465",2017-10-17,"Vixen SLV 6mm",177
"3466",2017-10-17,"Explore Scientific 20mm 68",181
"3467",2017-10-17,".965 ortho eyepieces",120
"3468",2017-10-17,"William Optics 66 Deg 20mm Binoviewing Pair",298
"3469",2017-10-17,"Custom made 40mm Plossl 2""",255
"3470",2017-10-17,"Celestron 25mm K Volcano-Top 1.25""  - REDUCED -",176
"3471",2017-10-17,"18mm Volcano-Top Ortho 1.25""",165
"3472",2017-10-17,"Looking for a 6mm ortho (UO, KK, Baader, or similar) in nice condition",84
"3473",2017-10-16,"TeleVue Widefield Set",538
"3474",2017-10-16,"Tele Vue 2-inch, 55mm, Plossl Eyepiece in Original Box",203
"3475",2017-10-16,"Optically Good but Cosmetically challenged Meade series 4000 14mm UWA",469
"3476",2017-10-16,"Meade 20mm UWA",235
"3477",2017-10-16,"For Sale: 32,24,16,12,8,6mm Brandons",322
"3478",2017-10-16,"Edmund Scientific RKE Eyepiece Set Complete in Box",366
"3479",2017-10-16,"7 mm Nagler, Televue SOLD",271
"3480",2017-10-16,"Meade Series 4000 Generation 1 SWA UWA Plossl Eyepieces",503
"3481",2017-10-16,"Televue 18.2mm Delite",130
"3482",2017-10-16,"16mm Nagler type 2 by Televue $140 OBO SHIPPED",314
"3483",2017-10-16,"Orion Sirius 20mm Plossl",83
"3484",2017-10-16,"Orion Sirius 10mm Plossl",79
"3485",2017-10-16,"Orion Sirius 7.5mm Plossl",66
"3486",2017-10-15,"MEADE 40mm 1.25"" Super Plossl – Excellent Condition!",134
"3487",2017-10-15,"Tele Vue 9mm Nagler",241
"3488",2017-10-15,"Tele Vue Radian 8mm",143
"3489",2017-10-15,"Pentax 7mm SWC XW eyepiece",142
"3490",2017-10-15,"Tele Vue Panoptic 35mm",254
"3491",2017-10-15,"Pentax XW 40 MINT [EUROPE]",342
"3492",2017-10-15,"Lunt 7.2x21.5 zoom eyepiece",148
"3493",2017-10-15,"12mm Nagler Type 4",151
"3494",2017-10-15,"Baader Classic Ortho BCO 18mm Eyepiece Pair - $55 each",152
"3495",2017-10-15,"Celestron 40mm Volcano top in 1.25""",188
"3496",2017-10-15,"Agena 1.25"" Starguider Dual ED Eyepiece - 15mm with Bolt Case",168
"3497",2017-10-15,"Baader Hyperion-Aspheric Eyepiece - 31mm with Bolt Case",152
"3498",2017-10-15,"Meade Super Plossls 32mm and 40mm",194
"3499",2017-10-15,"University Optics 7mm Plossl-Mint",186
"3500",2017-10-15,"3x Televue Panoptics",418
"3501",2017-10-14,"Antares Speers waler 10mm WA (rare)",126
"3502",2017-10-14,"Celestron volcano top eyepieces and filters",269
"3503",2017-10-14,"Antares 19mm W70",151
"3504",2017-10-14,"Scopetronix Maxview II",146
"3505",2017-10-14,"TeleVue 2.0x Powermate",152
"3506",2017-10-14,"TeleVue ETH-8.0 8mm ETHOS Telescope Eyepiece",189
"3507",2017-10-14,"Swap 9mm T6 for ES 8.8",188
"3508",2017-10-14,"GSO, PARADIGM and STARGUIDER",488
"3509",2017-10-14,"2 x 40mm PLossls",173
"3510",2017-10-14,"Wanted: 24mm Panoptic, 12mm Radian",132
"3511",2017-10-14,"Like New Nagler 9mm Type 6",137
"3512",2017-10-14,"TV Nagler 12mm type 2",127
"3513",2017-10-14,"ES 30mm, 82 eyepiece",100
"3514",2017-10-14,"TeleVue 2x Powermate",144
"3515",2017-10-13,"Televue DELOS 8mm (Mint)",112
"3516",2017-10-13,"24mm Panoptic Televue",139
"3517",2017-10-13,"**Reduced 7.4 Televue plossl",144
"3518",2017-10-13,"28mm Meade RG Orthoscopic or comparable",82
"3519",2017-10-13,"TeleVue 20mm Plossl x2, both BNIB unused.",248
"3520",2017-10-13,"11mm Nagler Type 6",150
"3521",2017-10-13,"wtb TeleVue 40mm Plossl",70
"3522",2017-10-13,"Ultima 35MM, Parks Gold 35mm, Ultrascopic 35mm",133
"3523",2017-10-13,"2"" Stellarvue 50mm widefield eyepiece.",235
"3524",2017-10-13,"Tele Vue 32MM Plossel - New, REDUCED PRICE",232
"3525",2017-10-13,"Tele Vue 3-6mm Nagler click-stop zoom. Mint",208
"3526",2017-10-13,"TAKAHASHI - EXTENDER-Q 2 "" ADAPTER",115
"3527",2017-10-13,".965 eyepieces",149
"3528",2017-10-12,"WANTED: 22mm Panoptic",93
"3529",2017-10-12,"Televue plossl 21mm",101
"3530",2017-10-12,"Meade 10.5mm Research Grade Ortho",271
"3531",2017-10-12,"ES 82 Eyepieces Complete Set",440
"3532",2017-10-12,"TeleVue 4.8 mm Nagler Type 1",157
"3533",2017-10-12,"Bausch & Lomb Professional Series Plossls 26 & 17mm.",179
"3534",2017-10-12,"TeleVue Panoptic - 41 MM - LNIB",207
