"","titles"
"3321","Like New 2 inch 30mm Sterling Plossl EP FREE SHIP"
"3322","TeleVue 32mm Plossl"
"3323","Parks Gold Series Eyepices"
"3324","16mm Nagler Type 5"
"3325","ES 25mm 2"" 100* series"
"3326","Parks G.S-5 30mm (Ultima 30mm)"
"3327","Pair Celestron 40mm Plossl"
"3328","Pentax SMC XL 14 mm eyepiece"
"3329","Televue  32 mm Plossl  eyepiece"
"3330","Explore Scientific 24mm 68AFOV"
"3331","Criterion RV6 Eyepiece"
"3332","Agena Astro UW 80 11mm"
"3333","Classic Celestron Silver-Tops."
"3334","Orion 20mm Illuminated Centering Telescope Eyepiece"
"3335","Celestron/Vixen 26mm Plossl"
"3336","U.O. 18 or 25mm ortho volcano top with green lettering"
"3337","UO 4mm Ortho"
"3338","31 nagler"
"3339","10 and 25mm Orion Explorer II Eyepieces"
"3340","Televue 12mm Radian (2nd version)"
"3341","Televue 17.3mm Delos"
"3342","Televue 32mm - rare smooth barrel"
"3343","ED-2 Eyepieces"
"3344","Vixen LV Eyepieces (5mm & 15mm)"
"3345","Meade Series 4000 Super Plossl Mini-Set #2 (26mm, 15mm, 6.4mm)"
"3346","Meade Series 4000 32mm Super Plossl"
"3347","Celestron Omni Plossl 25mm"
"3348","University Optics 16mm Konig pair"
"3349","Televue smoothie plossls"
"3350","Explore Scientific 14mm, 100 Degree Eyepiece"
"3351","EXplore Scientific 9mm, 100 degree Eyepiece"
"3352","Baader Zoom Mark III"
"3353","GSO 2x Barlows"
"3354","Meade Illuminated Reticle Eyepiece for Off-Axis Guiding"
"3355","TWO MEADE Super Plossls – Excellent Condition!"
"3356","Orion orthoscopic eyepieces Black Body 5mm and 7mm"
"3357","University Optics 20mm Erfle 1.25"""
"3358","Meade Series 5000 UWA 18mm 1.25"" eyepiece"
"3359","Type 6 11 Nagler in Brand New Condition. (9mm SOLD)"
"3360","Meade Illuminated MA 12mm Double Crosshair"
"3361","20mm 66 deg fov eyepiece"
"3362","Edmund Scientific Eyepieces & Barlow"
"3363","*Pending* Meade Series 4000 40mm Super Plossl"
"3364","*Pending* Meade Series 4000 Super Plossl Mini-Set #1 (20mm, 12.4mm, 9.7mm)"
"3365","Vintage UO 12.5 mm Circle A VT Ortho"
"3366","Meade Series 5000 2"" 20mm Ultra Wide Angle"
"3367","Televue Nagler 17mm Type 4"
"3368","Tele Vue 32mm Plossl"
"3369","TeleVue Paracorr PCV-2000 2"" Coma Corrector in Original box"
"3370","EDMUND RKE 28mm"
"3371","Explore Scientific 14mm 82 degree Eyepiece"
"3372","Orion Q70 32mm 26mm"
"3373","6,8,12,16,24,32mm Brandons, $130 shipped each!"
"3374","3.7 Ethos and 6mm ethos."
"3375","Celestron Eyepiece Kit"
"3376","Orion Or6mm Illuminated Guiding Eyepiece - REDUCED AGAIN -"
"3377","ES 100 degree 14 mm Eyepiece"
"3378","Televue 40mm and 25mm Plossls"
"3379","12.5mm Kellner 0.965"" from Pentax scope"
"3380","Ethos 13mm wanted"
"3381","Towa and B&L eyepieces all Japanese!"
"3382","When Meade was with Japan it was great!"
"3383","Tele Vue 11mm Nagler Type 6 - JAPAN"
"3384","Williams Optics 5mm 110° XWA eyepiece"
"3385","Televue Delos 10mm"
"3386","Goto Kogaku Japan Spectroscope Kit with Goto Huygens 12.5mm Eyepiece"
"3387","WTB: TeleVue  22 MM Nagler Type 4 Eyepiece"
"3388","Very Clean Televue 6mm Radian Eyepiece with caps"
"3389","Nice 2 inch Meade qx 26mm wide angle ep"
"3390","Tele Vue 40mm Plossl made in Japan"
"3391","ES eyepieces"
"3392","Telvue 20mm plossl"
"3393","Televue 26mm plossl"
"3394","Celestron 26mm Silver Top"
"3395","Tele Vue 40mm Plossl made in Japan"
"3396","Celestron Ultima 30mm eyepiece pair"
"3397","Tele Vue 11mm Plossl made in Japan"
"3398","Tele Vue 11mm Plossl made in Japan"
"3399","Tele Vue 26mm Plossl made in Japan"
"3400","Denkmeier LOA 21 + Neutral 21 eyepeice"
"3401","Tele Vue 22mm Panoptic 2""/1.25"" w/ TV Caps"
"3402","Parks G.S Gold Series 10 mm Plossl 1.25"" . Made in Japan"
"3403","6mm Volcano Top Kellner 1.25"" - REDUCED -"
"3404","Televue Ethos 17mm"
"3405","Astro-Tech 30mm"
"3406","Meade Series 5000 SWA eyepiece set 34mm, 20mm and 16mm with case"
"3407","Tele Vue 13mm Nagler circle NJ"
"3408","Celestron luminos 7mm 1.25"""
"3409","Tele Vue 11mm Plossl made in Japan"
"3410","Tele Vue 24mm Panoptic w/ Box & Caps"
"3411","Tele Vue 25mm Plossl made in Japan"
"3412","Baader Planetarium Hyperion 10mm Modular Eyepiece"
"3413","Orion Lanthanum Superwide SWA (Vixen LVW)"
"3414","Celestron Luminos 1.25"" 15 mm Eyepiece #93432 REDUCED PRICE"
"3415","Celestron Luminos 2"" 19 mm Eyepiece  #93433 REDUCED PRICE"
"3416","Televue 2"" extension tube"
"3417","WANTED: 8mm TMB Supermonocentric"
"3418","13 Ethos with parfocalizing ring***REDUCED***"
"3419","University Optics Orthoscopics -all focal lengths"
"3420","Televue Nagler Eyepieces - 16T2mm / 9mm / 4.8mm"
"3421","Fujiyama HD-OR Orthoscopic 25mm Pair"
"3422","Nagler 4.8"
"3423","20mm Nagler Type 5"
"3424","PENTAX XW & NAGLER TYPE 4"
"3425","Power Couple - Meade 2X + Antares 26mm"
"3426","Televue DIOPTRX Astigmatism Correction Lense 1.25"
"3427","Televue 4.7mm Ethos NEW"
"3428","Televue Ethos Eyepiece Carry Bag ETB-0020"
"3429","Explore Scientific 2” 30mm 82* in original box."
"3430","Orion Stratus 3.5mm-5mm-8mm Set"
"3431","Celestron Luminos  2"" 23mm Eyepiece #93434 REDUCED PRICE"
"3432","Televue Panoptic 15mm"
"3433","Meade 5000 1.25” 20mm SWA"
"3434","REDUCED * Starguider 4mm 1.25"" eyepiece"
"3435","Big 36.6 mm Erfle Military(?) Eyepiece Spiral Focusing"
"3436","Ethos 8mm"
"3437","Meade 3000 16mm (japan)"
"3438","Celestron 40mm Kellner .965"""
"3439","3 piece starter kit 12/25/barlow $55"
"3440","Explore Scientific 4.7mm 82deg"
"3441","Explore Scientific  82 Degree Eyepiece 30mm"
"3442","Carl Zeiss APO, and ORTHO eyepeices"
"3443","Meade Series 5000 2"" 20mm Ultra Wide Angle"
"3444","Classic Collector Eyepieces"
"3445","Wanted: Pentax XO 2.5mm original instruction manual"
"3446","70mm Celestron 2 inch Kellner Vintage Eyepiece"
"3447","TeleVue Ethos 21mm Eyepiece"
"3448","Tele Vue Delos 4.5mm Telescope Eyepiece"
"3449","Series 500 Plossl 10mm & 25 mm 1 1/4”"
"3450","Televue 0.25 Dioptrx"
"3451","Apogee 1.25"" 9.5mm Super Easy-View Eyepieces"
"3452","Televue 7mm Delite"
"3453","Orion Optiluxe 2"" 32mm and 40mm"
"3454","Antares W70 25mm (newer version) FOUND! Thank you Krawbeard"
"3455","23mm Celestron Axiom, Japan - Rare!"
"3456","Ethos 17mm"
"3457","Vixen SLV 15mm"
"3458","Celestron Premium Accessory Kit w/ hard case"
"3459","TeleVue ETH-6.0 6mm ETHOS Telescope Eyepiece"
"3460","ES 100° 9MM"
"3461","TeleVue 7mm Nagler Type 1 (Taiwan)"
"3462","APM 18MM UF Pair - BOTH SOLD!"
"3463","Vintage 2"" Kellners - BOTH SOLD"
"3464","Edmund 12 mm RKE"
"3465","Vixen SLV 6mm"
"3466","Explore Scientific 20mm 68"
"3467",".965 ortho eyepieces"
"3468","William Optics 66 Deg 20mm Binoviewing Pair"
"3469","Custom made 40mm Plossl 2"""
"3470","Celestron 25mm K Volcano-Top 1.25""  - REDUCED -"
"3471","18mm Volcano-Top Ortho 1.25"""
"3472","Looking for a 6mm ortho (UO, KK, Baader, or similar) in nice condition"
"3473","TeleVue Widefield Set"
"3474","Tele Vue 2-inch, 55mm, Plossl Eyepiece in Original Box"
"3475","Optically Good but Cosmetically challenged Meade series 4000 14mm UWA"
"3476","Meade 20mm UWA"
"3477","For Sale: 32,24,16,12,8,6mm Brandons"
"3478","Edmund Scientific RKE Eyepiece Set Complete in Box"
"3479","7 mm Nagler, Televue SOLD"
"3480","Meade Series 4000 Generation 1 SWA UWA Plossl Eyepieces"
"3481","Televue 18.2mm Delite"
"3482","16mm Nagler type 2 by Televue $140 OBO SHIPPED"
"3483","Orion Sirius 20mm Plossl"
"3484","Orion Sirius 10mm Plossl"
"3485","Orion Sirius 7.5mm Plossl"
"3486","MEADE 40mm 1.25"" Super Plossl – Excellent Condition!"
"3487","Tele Vue 9mm Nagler"
"3488","Tele Vue Radian 8mm"
"3489","Pentax 7mm SWC XW eyepiece"
"3490","Tele Vue Panoptic 35mm"
"3491","Pentax XW 40 MINT [EUROPE]"
"3492","Lunt 7.2x21.5 zoom eyepiece"
"3493","12mm Nagler Type 4"
"3494","Baader Classic Ortho BCO 18mm Eyepiece Pair - $55 each"
"3495","Celestron 40mm Volcano top in 1.25"""
"3496","Agena 1.25"" Starguider Dual ED Eyepiece - 15mm with Bolt Case"
"3497","Baader Hyperion-Aspheric Eyepiece - 31mm with Bolt Case"
"3498","Meade Super Plossls 32mm and 40mm"
"3499","University Optics 7mm Plossl-Mint"
"3500","3x Televue Panoptics"
"3501","Antares Speers waler 10mm WA (rare)"
"3502","Celestron volcano top eyepieces and filters"
"3503","Antares 19mm W70"
"3504","Scopetronix Maxview II"
"3505","TeleVue 2.0x Powermate"
"3506","TeleVue ETH-8.0 8mm ETHOS Telescope Eyepiece"
"3507","Swap 9mm T6 for ES 8.8"
"3508","GSO, PARADIGM and STARGUIDER"
"3509","2 x 40mm PLossls"
"3510","Wanted: 24mm Panoptic, 12mm Radian"
"3511","Like New Nagler 9mm Type 6"
"3512","TV Nagler 12mm type 2"
"3513","ES 30mm, 82 eyepiece"
"3514","TeleVue 2x Powermate"
"3515","Televue DELOS 8mm (Mint)"
"3516","24mm Panoptic Televue"
"3517","**Reduced 7.4 Televue plossl"
"3518","28mm Meade RG Orthoscopic or comparable"
"3519","TeleVue 20mm Plossl x2, both BNIB unused."
"3520","11mm Nagler Type 6"
"3521","wtb TeleVue 40mm Plossl"
"3522","Ultima 35MM, Parks Gold 35mm, Ultrascopic 35mm"
"3523","2"" Stellarvue 50mm widefield eyepiece."
"3524","Tele Vue 32MM Plossel - New, REDUCED PRICE"
"3525","Tele Vue 3-6mm Nagler click-stop zoom. Mint"
"3526","TAKAHASHI - EXTENDER-Q 2 "" ADAPTER"
"3527",".965 eyepieces"
"3528","WANTED: 22mm Panoptic"
"3529","Televue plossl 21mm"
"3530","Meade 10.5mm Research Grade Ortho"
"3531","ES 82 Eyepieces Complete Set"
"3532","TeleVue 4.8 mm Nagler Type 1"
"3533","Bausch & Lomb Professional Series Plossls 26 & 17mm."
"3534","TeleVue Panoptic - 41 MM - LNIB"
"3535","18mm Parks Plossl Vintage Japan"
"3536","Explore Scientific 68° 24mm"
"3537","Howie Glatter Tublug"
"3538","Looking for a Nagler 22mm Type 4"
"3539","Tele Vue 40mm Plossl made in Japan"
"3540","Baader 13mm Hyperion EP $80"
"3541","Baader 5mm Hyperion EP $80"
"3542","several bargain hunter eyepieces/accessories"
"3543","Televue Delite 3 mm"
"3544","Parcorr Type 1, 1.25"""
"3545","Celestron 40mm Plossl 1.25"" eyepiece"
"3546","Televue 32mm wide-field"
"3547","Televue Plossls- 15mm and 40mm"
"3548","2 Televue EP's - pristine cond."
"3549","Wanted: 6.7mm Explore Scientific 82 degree"
"3550","TeleVue 8mm-24mm Click-Stop Zoom"
"3551","Classic Celestron Ultima Japan 12.5 mm."
"3552","Eyepieces and Barlows"
"3553","7.5mm LE & 9mm Abbe  Takahashi eyepieces"
"3554","Explore Scientific 8.8mm 82 degree Eyepiece"
"3555","GSO 32mm super plossl 1.25"""
"3556","Astro Tech 5mm Paradigm"
"3557","7mm Nagler Type 6"
"3558","Excellent Ethos 13"
"3559","Edmund Optics 8mm RKE"
"3560","Agena Star Guider Dual ED - 25 MM"
"3561","Celestron 1.25"" LX X-Cel 12mm eyepiece"
"3562","Celestron 25mm Plossl"
"3563","Meade 4000 Series Japan Super Wide Angle 18mm."
"3564","6.5mm Meade HD-60"
"3565","Super clean Zhumell plossl from Taiwan"
"3566","Celestron Circle-V Ortho 18mm"
"3567","Ultra-wide 6mm Eyepiece 1.25"""
"3568","19mm Flat-field *65 degree*"
"3569","TeleVue Equalizer"
"3570","Tele Vue 19mm Panoptic"
"3571","Nagler 7mm type I"
"3572","Explore Scientific 14mm 100 degree 2"" eyepiece"
"3573","Explore Scientific 24mm 68* eyepiece"
"3574","Wanted ! Meade Series 5000 UWA Eyepieces !"
"3575","TELEVUE 10mm 1.25” RADIAN – Excellent Condition!"
"3576","•REDUCED• Orion 20mm  illuminated centering eyepiece"
"3577","6mm & 12mm Coulter Kellner 1.25"" Eyepieces with Boxes"
"3578","EDSCORP 12mm Kellner Eyepiece with Box"
"3579","Explore Scientific 14mm 100 Degree Series Eyepiece"
"3580","Televue 12mm Nagler type 2 $160 OBO"
"3581","Leica Zoom Televid 25-50x WW ASPH"
"3582","Antares Speers Waler 4.9mm 82 degree"
"3583","Explore Scientific 6.7mm 82 degree 1.25"
"3584","Meade 4000 26mm and 9.7mm Plossls"
"3585","TeleVue 11mm plossl"
"3586","Explore Scientific 2"" 9mm 100degree FOV and 2x Focal Extender"
"3587","B&L 30mm plossl and Tasco 20mm Kellner JAPAN"
"3588","Wanted: 25mm Series 3000 plossl, smooth barrel, made in Japan. Excellent or NIB"
"3589","Meade Series 4000 14mm UWA smoothside in good condition"
"3590","Baader Planetarium Hyperion Zoom 8-24mm Mark IV"
"3591","WTB: Box for TV 13mm T6 Nagler"
"3592","*REDUCED*Explorer Scientific 100degree 20mm eye piece"
"3593","Televue 12mm Nagler Type 4 eyepiece"
"3594","TeleVue Delos 6mm"
"3595","Celestron Lumos 15mm Eyepiece in Original Box and Excellent Never-Used Condition"
"3596","Owl 32mm Plossl 1.25"" Fully Multi Coated Eyepiece"
"3597","Televue 25mm Plossl"
"3598","2"" Eyepieces, Barlow lenses"
"3599","Baader Hyperion Mark iii 8-24mm clickstop zoom w/Baader T-adapter"
"3600","17mm Plossl - Omcon"
"3601","William Optics 28mm 82 deg 2"" *Price Drop*"
"3602","Excellent Eyepieces..... goin' bye-bye!"
"3603","TeleVue Delos 10mm"
"3604","Vixen 22mm LVW"
"3605","Leica HC Plan 10x/25 eyepieces"
"3606","Zeiss and Leitz alternative eyepieces"
"3607","Vixen NLVW 30mm 2"" Eyepiece"
"3608","Meade 9mm reticle eyepiece with illuminator"
"3609","ETHOS 6"
"3610","ETHOS 13"
"3611","Meade 5000 20mm SWA"
"3612","Meade 56mm Plossl"
"3613","celestron xcel lx 25mm"
"3614","Wanted GERD NEUMANN 10MM RONCHI EYEPIECE - 1.25"""
"3615","University Optics 25mm. Ortho volcano top, green lettering"
"3616","Celestron Ultima Duo 21mm, 17mm and 5mm"
"3617","University Optics 6mm ortho"
"3618","Silver Celestron 25mm plossl"
"3619","Pentax SMC XW 14mm 5mm"
"3620","Celestron goodies from Japan and Taiwan"
"3621","TELEVUE 13mm PLOSSL"
"3622","GSO 30mm WA, Agena 15mm SWA, and a Televue EP equalizer"
"3623","Vixen Plossls 20mm & 6.3mm"
"3624","Meade Series 5000 HD-60 12mm Eyepiece"
"3625","Ethos 21mm"
"3626","Vixen 2.5 LV"
"3627","Televue Radian 10 mm eyepiece"
"3628","Wanted: Celestron 16mm Erfle"
"3629","Baader Planetarium Hyperion 21 mm Modular Eyepiece"
"3630","Baader Planetarium Hyperion 10mm Modular Eyepiece"
"3631","Rare Galoc 7mm"
"3632","Orion Barlow Lens"
"3633","Meade Series 5000 9mm HD-60 6-Element Eyepiece, 1.25"""""
"3634","Wanted - Meade 28mm RG"
"3635","MEADE Series 4000 26mm LP Super Plossl"
"3636","MEADE 3000 40mm Plossl 1.25"" Near Mint!"
"3637","Tele Vue 2-inch, 31mm, Type 5 Nagler Eyepiece"
"3638","Tele Vue 1.25"", 11mm, Type 6 Nagler Eyepiece"
"3639","Vixen, UO, and Celestron oculars most Japan"
"3640","TV 13mm T6 Nagler"
"3641","Wide Scan Type III 84 degree AFOV: PAIR"
"3642","Galoc 25mm ortho"
"3643","William Optics 16mm UWAN 1.25"" like new"
"3644","Brandon 32MM EP"
"3645","Takahashi eyepieces /"
"3646","Misc. Vintage Eyepieces"
"3647","T.V. Delite set + Barlow, 32 Plossl"
"3648","Orion Sirius eyepiece set kit"
"3649","ES 11mm 82"
"3650","Meade 24mm , Series 5000 UWA, Ultra Wide Angle E/P"
"3651","Wanted: Pentax original box for 40XW"
"3652","20mm Meade RG Wide Angle"
"3653","TV Nagler Smoothie 4.8"
"3654","9 mm Pentax SMC Ortho"
"3655","Televue widefields"
"3656","FS. Orion Ultrascopic 5mm and Antares Plossl 10mm"
"3657","Nagler T5 16mm EP"
"3658","Vixen 13mm LVW"
"3659","Tele Vue 40mm Plossl circle NJ"
"3660","Orion Sirius Plossl 32mm, 25mm & 10mm"
"3661","Tele Vue 20mm Plossl made in Japan"
"3662","Tele Vue 20mm Plossl made in Japan"
"3663","32mm Celestron Omni Plossl"
"3664","Tele Vue 20mm Plossl made in Japan"
"3665","Orion Q70 26mm 70° AFOV 2"" Eyepiece"
"3666","40, 32 & 26mm Celestron E-Lux 2"" Eyepieces"
"3667","Explore Scientific 11mm 82* eyepiece"
"3668","Orion Q70 26mm"
"3669","Tele Vue 12mm Type 4 Nagler 12T4"
"3670","Celestron 'volcano top' 18mm ortho 'circle V'"
"3671","Unitron or Polarex 40 mm"
"3672","TV Nagler 4.8mm - Vintage"
"3673","Vintage TV Nagler 4.8mm"
"3674","William Optics 3mm Super Planetary eyepiece"
"3675","Vixen 1.25"" HR High Resolution Eyepiece - 1.6mm"
"3676","6.5mm Meade HD-60"
"3677","celestron 25mm kellner  1.25 inch kellner"
"3678","Orion Expanse 9mm and 20mm w/free Erect-Image Prism"
"3679","Tele Vue Nagler 9mm Type 6"
"3680","Set of Orion Stratus 68 FOV 5, 8 & 13mm EP's"
"3681","1.25 in Hotech Laser Collimator"
"3682","CELESTRON 40mm Volcano Top 1.25"" Kellner Circle M"
"3683","2"" 32mm Erfle"
"3684","Brand new pair 24mm APM UFF eyepieces"
"3685","Tele Vue 3mm-6mm Nagler Zoom"
"3686","Van Slyke Illuminated Reticule Eyepiece 1.25"""
"3687","Rare Eyepieces"
"3688","Russian 1.25"" Eyepiece"
"3689","Meade 12mm Illuminated Guiding Crosshair Eyepiece"
"3690","ES 16 68 degree"
"3691","ES 4.7 82 degree"
"3692","Celestron 16mm Erfle (relist)"
"3693","Explore Scientific 82° 14mm Eyepiece x2"
"3694","Eyepiece plus garage sale - Tak LE, Pentax XF/XW/XL, and more"
"3695","Explore Scientific 5.5mm 100 Degree 2"" eyepiece"
"3696","TMB monocentric eyepiece(s)"
"3697","Tele Vue 5mm Radian & 22mm Panoptic"
"3698","Zeiss 10-0 Otho Eyepiece .965 Lower Price Now!"
"3699","Ethos 6mm Free Shipping"
"3700","Galoc 16.3mm Eyepiece"
"3701","ES 11mm 82 deg."
"3702","6mm Fujiyama HD Ortho Japan"
"3703","Baader MkIII 8-24 zoom"
"3704","NOS Celestron 23MM 2"" Axiom LX"
"3705","looking for a Paracorr"
"3706","Tele Vue 24mm Panoptic"
"3707","Celestron Ultima Duo 5mm/8mm eyepieces like new"
"3708","Lunt hdc 20mm 100-degree eyepiece"
"3709","Lunt Zoom eyepiece"
"3710","Televue 17mm Ethos"
"3711","Es 100 degree 20mm eyepiece with case"
"3712","Stellarvue Optimus 100 degree 20mm eyepiece"
"3713","Wanted ! Meade Series 5000 UWA Eyepieces !"
"3714","Tele Vue 13mm Ethos 100 degree Eyepiece 1.25"" & 2"""
"3715","ES 11mm 82 degree"
"3716","Vintage University Optics 9mm ORTHO SOLD"
"3717","TeleVue Nagler 9mm Type 1"
"3718","Baader 8-24mm Zoom Mark IV eyepiece"
"3719","Celestron Ultima 30mm Eyepiece - Updated"
"3720","WANTED 7mm WO UWAN eyepiece WANTED"
"3721","GSO 20mm 68 degree Super Plossl"
"3722","Orion Explorer II Zoom Eyepiece"
"3723","Celestron 20mm Erfle (price reduced)"
"3724","A pair of Astro-Tech 12mm Paradigm Dual ED"
"3725","Wanted: looking for a 17mm Nagler Type 4"
"3726","Orion Ultrascopic and Celestron Ultima 30mm pair for sale"
"3727","Televue DeLite 4mm Ep"
"3728","32mm GSO Plossl EP"
"3729","Televue 20mm Plossl EP"
"3730","Televue Panoptic 22mm"
"3731","Vixen nlv 12mm"
"3732","Older Meade 56mm Japan 1.25 eyepiece"
"3733","Very fine EPs.  ***SOLD SOLD SOLD***"
"3734","EXPLORE SCIENTIFIC 5.5mm 100deg eyepieces"
"3735","12mm Paradigm/Starguider Dual ED"
"3736","Celestron Taiwan goodies in their boxes"
"3737","Ooo what's that?! 2 rare Japanese eyepieces"
"3738","Mmm Mmm!!!! These Vixens got it goin'!"
"3739","Televue 18.2 Delite ***SALE PENDING***"
"3740","Agena 20mm SWA"
"3741","Agena 8mm ""UWA"" (58*)"
"3742","Astro-Tech Paradigm 15mm"
"3743","ORION Q70  2inch 38mm  INCLUDES SHIPPING"
"3744","BRESSER 2"" 25mm   INCLUDES SHIPPING"
"3745","Vintage Meade Series 2 Ortho. 12.5mm 1 1/4"
"3746","Vintage Orion 7mm Orthoscopic Eyepiece"
"3747","Celestron Eyepiece and filter set (1.25 inch)"
"3748","Wanted: Pentax XO 2.5mm original instruction manual"
"3749","Orion Expanse 9mm EP - $25"
"3750","Baader Hyperion 5mm - $110"
"3751","Baader Hyperion 8mm EP - $110"
"3752","Baader Hyperion 17mm EP - $110"
"3753","Baader Hyperion 10mm EP - w/Case, box, caps - $110"
"3754","Explore Scientific 2 inch 70 degree eyepiece NEW"
"3755","Explore Scientific 30mm 82* eyepiece"
"3756","Meade Series 5000 SWA 28mm Eyepiece"
"3757","Orion 9mm Ortho Wireless Illuminated Reticle Eyepiece"
"3758","Vintage 40mm Ortho Japan"
"3759","7.3-21mm Zoom EP - $32"
"3760","Carl Zeiss Jena O-16 C"
"3761","Eyepiece Accessory Garage Sale"
"3762","celestron 2 inch, 26mm elux eyepiece - price reduced"
"3763","1RPD Widefield Ocular $50 shipped conus"
"3764","Meade 5000 UWA 14mm eyepeice"
"3765","Celestron, BST, Vite EPs & Meade Barlow"
"3766","Televue Delite 11mm eyepiece"
"3767","Meade HD-60 9mm eyepiece"
"3768","Explore Scientific 100 Degree 20mm EP NEW!"
"3769","MEADE 3000 NIB! COLLECTORS! 5, 6.7, 9.5, 16mm"
"3770","19mm Televue Widefeild"
"3771","Nagler 9mm, type 1."
"3772","24MM Televue Widefield- Price reduced"
"3773","ES 24mm 82 Series Eyepiece"
"3774","11mm Nagler type 1 smoothie- price reduced AGAIN"
"3775","MINT Explore Scientific 16mm 68 Degree 1.25 inch eyepiece"
"3776","20mm Nagler Type 5- with minor issues"
"3777","Wanted: Pentax XO 5mm"
"3778","Complete set of Astrotech Paradigm Dual ED EPs"
"3779","Celestron Eyepiece & Filter Set + Extras"
"3780","TeleVue 7mm Nagler Type 1"
"3781","Orion 20mm Sirius Plossl"
"3782","Wanted 8mm Stratus or Baader Hypherion eyepiece"
"3783","Celestron 1.25"" Eyepiece and Filter Kit + Bonus!"
"3784","Two eyepieces: 18.2mm Delite and 36mm Siebert"
"3785","ZEISS ZAO I Eyepieces with walnut box"
"3786","Celestron 8mm to 24mm 1.25"" Zoom Eyepiece [#93230]"
"3787","Vixen 30mm NPL Plossls"
"3788","Celestron Luminos 10mm 1.25"" 82 degrees *FInal Reduction*"
"3789","Explore Scientific 34mm 68 degrees Eyepiece  *FInal Reduction*"
"3790","Televue Ethos 21mm"
"3791","Vintage TV Naglers (for sale, maybe trade)"
"3792","Baader Hyperion Universal Zoom Mark III or IV 8-24mm EP"
"3793","Celestron 25mm Kellner and 6mm Ortho"
"3794","Illuminated Reticle"
"3795","17.5mm Nikon NAV-SW Eyepiece"
"3796","ES 11mm and ES 18mm 82 Degree Eyepieces w/ Boxes"
"3797","TeleVue 22mm Panoptic eyepiece"
"3798","Lumicon 2"" Eyepiece thread extender - Same as Televue version"
"3799","Wanted: 30mm Explore Scientific 82"
"3800","Celestron XCel LX 25mm - Like new"
"3801","Baader Aspheric 36mm"
"3802","Vintage UO 12.5 mm Circle A VT Ortho"
"3803","Nagler 13mm T6 eyepeices in pair"
"3804","Paracorr Type 2 in Excellent Condition..."
"3805","Tele vue Nagler 17mm type 4 eyepiece *FInal Reduction*"
"3806","WTB: Nagler 9mm Type 1 Later Issue"
"3807","SOLD Vixen HR 2mm"
"3808","Very Nice 2 "" Agena 26mm Super wide EP with 70 Deg AFOV"
"3809","1.25"" 18mm Crosshair Eyepiece"
"3810","Zeiss O-40 orthoscopic eyepiece"
"3811","Orion Epic ED-2 9.5 & 12.3 wide FOV eyepieces"
"3812","Pentax XW40 eyepiece"
"3813","ES 24mm 82deg or Nagler 22 T4"
"3814","Meade 9mm Ortho, Celestron 6mm circle V ortho"
"3815","Meade 26mm 60* FOV 5000 Eyepieces Binoviewer"
